state,state_string,value,mo,sc,ua,pd,ad
,Unconscious,-0.454256221639002,,,,,
15353,15353,0.154647720441229,1,5,3,5,3
15354,15354,-0.0776990365034236,1,5,3,5,4
15355,15355,-0.170776588169563,1,5,3,5,5
15411,15411,0.654461385594405,1,5,4,1,1
15412,15412,0.593441917558291,1,5,4,1,2
15413,15413,0.54118045437083,1,5,4,1,3
15414,15414,0.308833697426178,1,5,4,1,4
15415,15415,0.215756145760039,1,5,4,1,5
15421,15421,0.587383672120598,1,5,4,2,1
15422,15422,0.526364204084484,1,5,4,2,2
15423,15423,0.474102740897023,1,5,4,2,3
15424,15424,0.241755983952371,1,5,4,2,4
15425,15425,0.148678432286232,1,5,4,2,5
15431,15431,0.529933491608772,1,5,4,3,1
15432,15432,0.468914023572657,1,5,4,3,2
15433,15433,0.416652560385197,1,5,4,3,3
15434,15434,0.184305803440544,1,5,4,3,4
15435,15435,0.0912282517744055,1,5,4,3,5
15441,15441,0.274518462758021,1,5,4,4,1
15442,15442,0.213498994721907,1,5,4,4,2
15443,15443,0.161237531534446,1,5,4,4,3
15444,15444,-0.0711092254102061,1,5,4,4,4
15445,15445,-0.164186777076345,1,5,4,4,5
15451,15451,0.172199816882421,1,5,4,5,1
15452,15452,0.111180348846306,1,5,4,5,2
15453,15453,0.0589188856588455,1,5,4,5,3
15454,15454,-0.173427871285807,1,5,4,5,4
15455,15455,-0.266505422951946,1,5,4,5,5
15511,15511,0.616112644761672,1,5,5,1,1
15512,15512,0.555093176725557,1,5,5,1,2
15513,15513,0.502831713538097,1,5,5,1,3
15514,15514,0.270484956593444,1,5,5,1,4
15515,15515,0.177407404927305,1,5,5,1,5
15521,15521,0.549034931287865,1,5,5,2,1
15522,15522,0.48801546325175,1,5,5,2,2
15523,15523,0.43575400006429,1,5,5,2,3
15524,15524,0.203407243119637,1,5,5,2,4
15525,15525,0.110329691453498,1,5,5,2,5
15531,15531,0.491584750776039,1,5,5,3,1
15532,15532,0.430565282739924,1,5,5,3,2
15533,15533,0.378303819552464,1,5,5,3,3
15534,15534,0.145957062607811,1,5,5,3,4
15535,15535,0.0528795109416722,1,5,5,3,5
15541,15541,0.236169721925288,1,5,5,4,1
15542,15542,0.175150253889173,1,5,5,4,2
15543,15543,0.122888790701713,1,5,5,4,3
15544,15544,-0.10945796624294,1,5,5,4,4
15545,15545,-0.202535517909079,1,5,5,4,5
15551,15551,0.133851076049687,1,5,5,5,1
15552,15552,0.0728316080135728,1,5,5,5,2
15553,15553,0.0205701448261123,1,5,5,5,3
15554,15554,-0.21177661211854,1,5,5,5,4
15555,15555,-0.304854163784679,1,5,5,5,5
21111,21111,0.9307750876223,2,1,1,1,1
21112,21112,0.869755619586185,2,1,1,1,2
21113,21113,0.817494156398725,2,1,1,1,3
21114,21114,0.585147399454072,2,1,1,1,4
21115,21115,0.492069847787933,2,1,1,1,5
21121,21121,0.863697374148493,2,1,1,2,1
21122,21122,0.802677906112378,2,1,1,2,2
21123,21123,0.750416442924918,2,1,1,2,3
21124,21124,0.518069685980265,2,1,1,2,4
21125,21125,0.424992134314126,2,1,1,2,5
21131,21131,0.806247193636667,2,1,1,3,1
21132,21132,0.745227725600552,2,1,1,3,2
21133,21133,0.692966262413091,2,1,1,3,3
21134,21134,0.460619505468439,2,1,1,3,4
21135,21135,0.3675419538023,2,1,1,3,5
21141,21141,0.550832164785916,2,1,1,4,1
21142,21142,0.489812696749801,2,1,1,4,2
21143,21143,0.437551233562341,2,1,1,4,3
21144,21144,0.205204476617688,2,1,1,4,4
21145,21145,0.112126924951549,2,1,1,4,5
21151,21151,0.448513518910315,2,1,1,5,1
21152,21152,0.387494050874201,2,1,1,5,2
21153,21153,0.33523258768674,2,1,1,5,3
21154,21154,0.102885830742088,2,1,1,5,4
21155,21155,0.00980827907594883,2,1,1,5,5
21211,21211,0.905634549183325,2,1,2,1,1
21212,21212,0.844615081147211,2,1,2,1,2
21213,21213,0.79235361795975,2,1,2,1,3
21214,21214,0.560006861015098,2,1,2,1,4
21215,21215,0.466929309348959,2,1,2,1,5
21221,21221,0.838556835709518,2,1,2,2,1
21222,21222,0.777537367673403,2,1,2,2,2
21223,21223,0.725275904485943,2,1,2,2,3
21224,21224,0.492929147541291,2,1,2,2,4
21225,21225,0.399851595875152,2,1,2,2,5
21231,21231,0.781106655197692,2,1,2,3,1
21232,21232,0.720087187161577,2,1,2,3,2
21233,21233,0.667825723974117,2,1,2,3,3
21234,21234,0.435478967029464,2,1,2,3,4
21235,21235,0.342401415363325,2,1,2,3,5
21241,21241,0.525691626346941,2,1,2,4,1
21242,21242,0.464672158310827,2,1,2,4,2
21243,21243,0.412410695123366,2,1,2,4,3
21244,21244,0.180063938178714,2,1,2,4,4
21245,21245,0.0869863865125748,2,1,2,4,5
21251,21251,0.423372980471341,2,1,2,5,1
21252,21252,0.362353512435226,2,1,2,5,2
21253,21253,0.310092049247766,2,1,2,5,3
21254,21254,0.0777452923031132,2,1,2,5,4
21255,21255,-0.0153322593630257,2,1,2,5,5
21311,21311,0.884102383033273,2,1,3,1,1
21312,21312,0.823082914997159,2,1,3,1,2
21313,21313,0.770821451809698,2,1,3,1,3
21314,21314,0.538474694865046,2,1,3,1,4
21315,21315,0.445397143198907,2,1,3,1,5
21321,21321,0.817024669559466,2,1,3,2,1
21322,21322,0.756005201523351,2,1,3,2,2
21323,21323,0.703743738335891,2,1,3,2,3
21324,21324,0.471396981391239,2,1,3,2,4
21325,21325,0.3783194297251,2,1,3,2,5
21331,21331,0.75957448904764,2,1,3,3,1
21332,21332,0.698555021011525,2,1,3,3,2
21333,21333,0.646293557824065,2,1,3,3,3
21334,21334,0.413946800879413,2,1,3,3,4
21335,21335,0.320869249213274,2,1,3,3,5
21341,21341,0.504159460196889,2,1,3,4,1
21342,21342,0.443139992160775,2,1,3,4,2
21343,21343,0.390878528973314,2,1,3,4,3
21344,21344,0.158531772028662,2,1,3,4,4
21345,21345,0.0654542203625228,2,1,3,4,5
21351,21351,0.401840814321289,2,1,3,5,1
21352,21352,0.340821346285174,2,1,3,5,2
21353,21353,0.288559883097714,2,1,3,5,3
21354,21354,0.0562131261530612,2,1,3,5,4
21355,21355,-0.0368644255130778,2,1,3,5,5
21411,21411,0.78837354825089,2,1,4,1,1
21412,21412,0.727354080214775,2,1,4,1,2
21413,21413,0.675092617027315,2,1,4,1,3
21414,21414,0.442745860082662,2,1,4,1,4
21415,21415,0.349668308416524,2,1,4,1,5
21421,21421,0.721295834777083,2,1,4,2,1
21422,21422,0.660276366740968,2,1,4,2,2
21423,21423,0.608014903553508,2,1,4,2,3
21424,21424,0.375668146608856,2,1,4,2,4
21425,21425,0.282590594942717,2,1,4,2,5
21431,21431,0.663845654265257,2,1,4,3,1
21432,21432,0.602826186229142,2,1,4,3,2
21433,21433,0.550564723041682,2,1,4,3,3
21434,21434,0.318217966097029,2,1,4,3,4
21435,21435,0.22514041443089,2,1,4,3,5
21441,21441,0.408430625414506,2,1,4,4,1
21442,21442,0.347411157378391,2,1,4,4,2
21443,21443,0.295149694190931,2,1,4,4,3
21444,21444,0.0628029372462786,2,1,4,4,4
21445,21445,-0.0302746144198603,2,1,4,4,5
21451,21451,0.306111979538906,2,1,4,5,1
21452,21452,0.245092511502791,2,1,4,5,2
21453,21453,0.192831048315331,2,1,4,5,3
21454,21454,-0.0395157086293219,2,1,4,5,4
21455,21455,-0.132593260295461,2,1,4,5,5
21511,21511,0.750024807418157,2,1,5,1,1
21512,21512,0.689005339382042,2,1,5,1,2
21513,21513,0.636743876194582,2,1,5,1,3
21514,21514,0.404397119249929,2,1,5,1,4
21515,21515,0.31131956758379,2,1,5,1,5
21521,21521,0.68294709394435,2,1,5,2,1
21522,21522,0.621927625908235,2,1,5,2,2
21523,21523,0.569666162720775,2,1,5,2,3
21524,21524,0.337319405776122,2,1,5,2,4
21525,21525,0.244241854109983,2,1,5,2,5
21531,21531,0.625496913432523,2,1,5,3,1
21532,21532,0.564477445396409,2,1,5,3,2
21533,21533,0.512215982208948,2,1,5,3,3
21534,21534,0.279869225264296,2,1,5,3,4
21535,21535,0.186791673598157,2,1,5,3,5
21541,21541,0.370081884581773,2,1,5,4,1
21542,21542,0.309062416545658,2,1,5,4,2
21543,21543,0.256800953358198,2,1,5,4,3
21544,21544,0.0244541964135454,2,1,5,4,4
21545,21545,-0.0686233552525934,2,1,5,4,5
21551,21551,0.267763238706172,2,1,5,5,1
21552,21552,0.206743770670058,2,1,5,5,2
21553,21553,0.154482307482597,2,1,5,5,3
21554,21554,-0.0778644494620553,2,1,5,5,4
21555,21555,-0.170942001128194,2,1,5,5,5
22111,22111,0.907761748584159,2,2,1,1,1
22112,22112,0.846742280548044,2,2,1,1,2
22113,22113,0.794480817360584,2,2,1,1,3
22114,22114,0.562134060415931,2,2,1,1,4
22115,22115,0.469056508749792,2,2,1,1,5
22121,22121,0.840684035110352,2,2,1,2,1
22122,22122,0.779664567074237,2,2,1,2,2
22123,22123,0.727403103886777,2,2,1,2,3
22124,22124,0.495056346942124,2,2,1,2,4
22125,22125,0.401978795275985,2,2,1,2,5
22131,22131,0.783233854598526,2,2,1,3,1
22132,22132,0.722214386562411,2,2,1,3,2
22133,22133,0.66995292337495,2,2,1,3,3
22134,22134,0.437606166430298,2,2,1,3,4
22135,22135,0.344528614764159,2,2,1,3,5
22141,22141,0.527818825747775,2,2,1,4,1
22142,22142,0.46679935771166,2,2,1,4,2
22143,22143,0.4145378945242,2,2,1,4,3
22144,22144,0.182191137579547,2,2,1,4,4
22145,22145,0.0891135859134085,2,2,1,4,5
22151,22151,0.425500179872174,2,2,1,5,1
22152,22152,0.36448071183606,2,2,1,5,2
22153,22153,0.312219248648599,2,2,1,5,3
22154,22154,0.0798724917039468,2,2,1,5,4
22155,22155,-0.0132050599621921,2,2,1,5,5
22211,22211,0.882621210145184,2,2,2,1,1
22212,22212,0.82160174210907,2,2,2,1,2
22213,22213,0.769340278921609,2,2,2,1,3
22214,22214,0.536993521976957,2,2,2,1,4
22215,22215,0.443915970310818,2,2,2,1,5
22221,22221,0.815543496671377,2,2,2,2,1
22222,22222,0.754524028635263,2,2,2,2,2
22223,22223,0.702262565447802,2,2,2,2,3
22224,22224,0.46991580850315,2,2,2,2,4
22225,22225,0.376838256837011,2,2,2,2,5
22231,22231,0.758093316159551,2,2,2,3,1
22232,22232,0.697073848123436,2,2,2,3,2
22233,22233,0.644812384935976,2,2,2,3,3
22234,22234,0.412465627991323,2,2,2,3,4
22235,22235,0.319388076325185,2,2,2,3,5
22241,22241,0.5026782873088,2,2,2,4,1
22242,22242,0.441658819272686,2,2,2,4,2
22243,22243,0.389397356085225,2,2,2,4,3
22244,22244,0.157050599140573,2,2,2,4,4
22245,22245,0.0639730474744339,2,2,2,4,5
22251,22251,0.4003596414332,2,2,2,5,1
22252,22252,0.339340173397085,2,2,2,5,2
22253,22253,0.287078710209625,2,2,2,5,3
22254,22254,0.0547319532649723,2,2,2,5,4
22255,22255,-0.0383455984011667,2,2,2,5,5
22311,22311,0.861089043995132,2,2,3,1,1
22312,22312,0.800069575959018,2,2,3,1,2
22313,22313,0.747808112771557,2,2,3,1,3
22314,22314,0.515461355826905,2,2,3,1,4
22315,22315,0.422383804160766,2,2,3,1,5
22321,22321,0.794011330521325,2,2,3,2,1
22322,22322,0.732991862485211,2,2,3,2,2
22323,22323,0.68073039929775,2,2,3,2,3
22324,22324,0.448383642353098,2,2,3,2,4
22325,22325,0.355306090686959,2,2,3,2,5
22331,22331,0.736561150009499,2,2,3,3,1
22332,22332,0.675541681973384,2,2,3,3,2
22333,22333,0.623280218785924,2,2,3,3,3
22334,22334,0.390933461841272,2,2,3,3,4
22335,22335,0.297855910175133,2,2,3,3,5
22341,22341,0.481146121158748,2,2,3,4,1
22342,22342,0.420126653122634,2,2,3,4,2
22343,22343,0.367865189935173,2,2,3,4,3
22344,22344,0.135518432990521,2,2,3,4,4
22345,22345,0.0424408813243818,2,2,3,4,5
22351,22351,0.378827475283148,2,2,3,5,1
22352,22352,0.317808007247033,2,2,3,5,2
22353,22353,0.265546544059573,2,2,3,5,3
22354,22354,0.0331997871149202,2,2,3,5,4
22355,22355,-0.0598777645512187,2,2,3,5,5
22411,22411,0.765360209212749,2,2,4,1,1
22412,22412,0.704340741176634,2,2,4,1,2
22413,22413,0.652079277989174,2,2,4,1,3
22414,22414,0.419732521044522,2,2,4,1,4
22415,22415,0.326654969378383,2,2,4,1,5
22421,22421,0.698282495738942,2,2,4,2,1
22422,22422,0.637263027702827,2,2,4,2,2
22423,22423,0.585001564515367,2,2,4,2,3
22424,22424,0.352654807570715,2,2,4,2,4
22425,22425,0.259577255904576,2,2,4,2,5
22431,22431,0.640832315227116,2,2,4,3,1
22432,22432,0.579812847191001,2,2,4,3,2
22433,22433,0.527551384003541,2,2,4,3,3
22434,22434,0.295204627058888,2,2,4,3,4
22435,22435,0.202127075392749,2,2,4,3,5
22441,22441,0.385417286376365,2,2,4,4,1
22442,22442,0.324397818340251,2,2,4,4,2
22443,22443,0.27213635515279,2,2,4,4,3
22444,22444,0.0397895982081378,2,2,4,4,4
22445,22445,-0.0532879534580013,2,2,4,4,5
22451,22451,0.283098640500765,2,2,4,5,1
22452,22452,0.22207917246465,2,2,4,5,2
22453,22453,0.169817709277189,2,2,4,5,3
22454,22454,-0.0625290476674629,2,2,4,5,4
22455,22455,-0.155606599333602,2,2,4,5,5
22511,22511,0.727011468380016,2,2,5,1,1
22512,22512,0.665992000343901,2,2,5,1,2
22513,22513,0.613730537156441,2,2,5,1,3
22514,22514,0.381383780211788,2,2,5,1,4
22515,22515,0.288306228545649,2,2,5,1,5
22521,22521,0.659933754906209,2,2,5,2,1
22522,22522,0.598914286870094,2,2,5,2,2
22523,22523,0.546652823682634,2,2,5,2,3
22524,22524,0.314306066737981,2,2,5,2,4
22525,22525,0.221228515071842,2,2,5,2,5
22531,22531,0.602483574394383,2,2,5,3,1
22532,22532,0.541464106358268,2,2,5,3,2
22533,22533,0.489202643170807,2,2,5,3,3
22534,22534,0.256855886226155,2,2,5,3,4
22535,22535,0.163778334560016,2,2,5,3,5
22541,22541,0.347068545543632,2,2,5,4,1
22542,22542,0.286049077507517,2,2,5,4,2
22543,22543,0.233787614320057,2,2,5,4,3
22544,22544,0.00144085737540445,2,2,5,4,4
22545,22545,-0.0916366942907345,2,2,5,4,5
22551,22551,0.244749899668031,2,2,5,5,1
22552,22552,0.183730431631917,2,2,5,5,2
22553,22553,0.131468968444456,2,2,5,5,3
22554,22554,-0.100877788500196,2,2,5,5,4
22555,22555,-0.193955340166335,2,2,5,5,5
23111,23111,0.888051469067292,2,3,1,1,1
23112,23112,0.827032001031177,2,3,1,1,2
23113,23113,0.774770537843717,2,3,1,1,3
23114,23114,0.542423780899064,2,3,1,1,4
23115,23115,0.449346229232925,2,3,1,1,5
23121,23121,0.820973755593485,2,3,1,2,1
23122,23122,0.75995428755737,2,3,1,2,2
23123,23123,0.70769282436991,2,3,1,2,3
23124,23124,0.475346067425257,2,3,1,2,4
23125,23125,0.382268515759118,2,3,1,2,5
23131,23131,0.763523575081659,2,3,1,3,1
23132,23132,0.702504107045544,2,3,1,3,2
23133,23133,0.650242643858084,2,3,1,3,3
23134,23134,0.417895886913431,2,3,1,3,4
23135,23135,0.324818335247292,2,3,1,3,5
23141,23141,0.508108546230908,2,3,1,4,1
23142,23142,0.447089078194793,2,3,1,4,2
23143,23143,0.394827615007333,2,3,1,4,3
23144,23144,0.16248085806268,2,3,1,4,4
23145,23145,0.0694033063965415,2,3,1,4,5
23151,23151,0.405789900355307,2,3,1,5,1
23152,23152,0.344770432319193,2,3,1,5,2
23153,23153,0.292508969131732,2,3,1,5,3
23154,23154,0.0601622121870799,2,3,1,5,4
23155,23155,-0.0329153394790591,2,3,1,5,5
23211,23211,0.862910930628317,2,3,2,1,1
23212,23212,0.801891462592202,2,3,2,1,2
23213,23213,0.749629999404742,2,3,2,1,3
23214,23214,0.51728324246009,2,3,2,1,4
23215,23215,0.424205690793951,2,3,2,1,5
23221,23221,0.79583321715451,2,3,2,2,1
23222,23222,0.734813749118396,2,3,2,2,2
23223,23223,0.682552285930935,2,3,2,2,3
23224,23224,0.450205528986283,2,3,2,2,4
23225,23225,0.357127977320144,2,3,2,2,5
23231,23231,0.738383036642684,2,3,2,3,1
23232,23232,0.677363568606569,2,3,2,3,2
23233,23233,0.625102105419109,2,3,2,3,3
23234,23234,0.392755348474457,2,3,2,3,4
23235,23235,0.299677796808318,2,3,2,3,5
23241,23241,0.482968007791933,2,3,2,4,1
23242,23242,0.421948539755819,2,3,2,4,2
23243,23243,0.369687076568358,2,3,2,4,3
23244,23244,0.137340319623706,2,3,2,4,4
23245,23245,0.0442627679575669,2,3,2,4,5
23251,23251,0.380649361916333,2,3,2,5,1
23252,23252,0.319629893880218,2,3,2,5,2
23253,23253,0.267368430692758,2,3,2,5,3
23254,23254,0.0350216737481053,2,3,2,5,4
23255,23255,-0.0580558779180336,2,3,2,5,5
23311,23311,0.841378764478265,2,3,3,1,1
23312,23312,0.780359296442151,2,3,3,1,2
23313,23313,0.72809783325469,2,3,3,1,3
23314,23314,0.495751076310038,2,3,3,1,4
23315,23315,0.402673524643899,2,3,3,1,5
23321,23321,0.774301051004458,2,3,3,2,1
23322,23322,0.713281582968343,2,3,3,2,2
23323,23323,0.661020119780883,2,3,3,2,3
23324,23324,0.428673362836231,2,3,3,2,4
23325,23325,0.335595811170092,2,3,3,2,5
23331,23331,0.716850870492632,2,3,3,3,1
23332,23332,0.655831402456517,2,3,3,3,2
23333,23333,0.603569939269057,2,3,3,3,3
23334,23334,0.371223182324405,2,3,3,3,4
23335,23335,0.278145630658265,2,3,3,3,5
23341,23341,0.461435841641881,2,3,3,4,1
23342,23342,0.400416373605767,2,3,3,4,2
23343,23343,0.348154910418306,2,3,3,4,3
23344,23344,0.115808153473654,2,3,3,4,4
23345,23345,0.0227306018075149,2,3,3,4,5
23351,23351,0.359117195766281,2,3,3,5,1
23352,23352,0.298097727730166,2,3,3,5,2
23353,23353,0.245836264542706,2,3,3,5,3
23354,23354,0.0134895075980532,2,3,3,5,4
23355,23355,-0.0795880440680856,2,3,3,5,5
23411,23411,0.745649929695882,2,3,4,1,1
23412,23412,0.684630461659767,2,3,4,1,2
23413,23413,0.632368998472307,2,3,4,1,3
23414,23414,0.400022241527655,2,3,4,1,4
23415,23415,0.306944689861516,2,3,4,1,5
23421,23421,0.678572216222075,2,3,4,2,1
23422,23422,0.61755274818596,2,3,4,2,2
23423,23423,0.5652912849985,2,3,4,2,3
23424,23424,0.332944528053847,2,3,4,2,4
23425,23425,0.239866976387709,2,3,4,2,5
23431,23431,0.621122035710249,2,3,4,3,1
23432,23432,0.560102567674134,2,3,4,3,2
23433,23433,0.507841104486674,2,3,4,3,3
23434,23434,0.275494347542021,2,3,4,3,4
23435,23435,0.182416795875882,2,3,4,3,5
23441,23441,0.365707006859498,2,3,4,4,1
23442,23442,0.304687538823384,2,3,4,4,2
23443,23443,0.252426075635923,2,3,4,4,3
23444,23444,0.0200793186912707,2,3,4,4,4
23445,23445,-0.0729982329748682,2,3,4,4,5
23451,23451,0.263388360983898,2,3,4,5,1
23452,23452,0.202368892947783,2,3,4,5,2
23453,23453,0.150107429760322,2,3,4,5,3
23454,23454,-0.08223932718433,2,3,4,5,4
23455,23455,-0.175316878850469,2,3,4,5,5
23511,23511,0.707301188863149,2,3,5,1,1
23512,23512,0.646281720827034,2,3,5,1,2
23513,23513,0.594020257639574,2,3,5,1,3
23514,23514,0.361673500694921,2,3,5,1,4
23515,23515,0.268595949028782,2,3,5,1,5
23521,23521,0.640223475389342,2,3,5,2,1
23522,23522,0.579204007353227,2,3,5,2,2
23523,23523,0.526942544165767,2,3,5,2,3
23524,23524,0.294595787221114,2,3,5,2,4
23525,23525,0.201518235554975,2,3,5,2,5
23531,23531,0.582773294877516,2,3,5,3,1
23532,23532,0.521753826841401,2,3,5,3,2
23533,23533,0.46949236365394,2,3,5,3,3
23534,23534,0.237145606709288,2,3,5,3,4
23535,23535,0.144068055043149,2,3,5,3,5
23541,23541,0.327358266026765,2,3,5,4,1
23542,23542,0.26633879799065,2,3,5,4,2
23543,23543,0.21407733480319,2,3,5,4,3
23544,23544,-0.0182694221414625,2,3,5,4,4
23545,23545,-0.111346973807602,2,3,5,4,5
23551,23551,0.225039620151164,2,3,5,5,1
23552,23552,0.16402015211505,2,3,5,5,2
23553,23553,0.111758688927589,2,3,5,5,3
23554,23554,-0.120588068017063,2,3,5,5,4
23555,23555,-0.213665619683202,2,3,5,5,5
24111,24111,0.800422473534012,2,4,1,1,1
24112,24112,0.739403005497897,2,4,1,1,2
24113,24113,0.687141542310437,2,4,1,1,3
24114,24114,0.454794785365784,2,4,1,1,4
24115,24115,0.361717233699645,2,4,1,1,5
24121,24121,0.733344760060205,2,4,1,2,1
24122,24122,0.67232529202409,2,4,1,2,2
24123,24123,0.62006382883663,2,4,1,2,3
24124,24124,0.387717071891977,2,4,1,2,4
24125,24125,0.294639520225838,2,4,1,2,5
24131,24131,0.675894579548378,2,4,1,3,1
24132,24132,0.614875111512264,2,4,1,3,2
24133,24133,0.562613648324803,2,4,1,3,3
24134,24134,0.330266891380151,2,4,1,3,4
24135,24135,0.237189339714012,2,4,1,3,5
24141,24141,0.420479550697628,2,4,1,4,1
24142,24142,0.359460082661513,2,4,1,4,2
24143,24143,0.307198619474053,2,4,1,4,3
24144,24144,0.0748518625294004,2,4,1,4,4
24145,24145,-0.0182256891367386,2,4,1,4,5
24151,24151,0.318160904822027,2,4,1,5,1
24152,24152,0.257141436785913,2,4,1,5,2
24153,24153,0.204879973598452,2,4,1,5,3
24154,24154,-0.0274667833462002,2,4,1,5,4
24155,24155,-0.120544335012339,2,4,1,5,5
24211,24211,0.775281935095037,2,4,2,1,1
24212,24212,0.714262467058922,2,4,2,1,2
24213,24213,0.662001003871462,2,4,2,1,3
24214,24214,0.42965424692681,2,4,2,1,4
24215,24215,0.336576695260671,2,4,2,1,5
24221,24221,0.70820422162123,2,4,2,2,1
24222,24222,0.647184753585115,2,4,2,2,2
24223,24223,0.594923290397655,2,4,2,2,3
24224,24224,0.362576533453003,2,4,2,2,4
24225,24225,0.269498981786864,2,4,2,2,5
24231,24231,0.650754041109404,2,4,2,3,1
24232,24232,0.589734573073289,2,4,2,3,2
24233,24233,0.537473109885829,2,4,2,3,3
24234,24234,0.305126352941176,2,4,2,3,4
24235,24235,0.212048801275037,2,4,2,3,5
24241,24241,0.395339012258653,2,4,2,4,1
24242,24242,0.334319544222539,2,4,2,4,2
24243,24243,0.282058081035078,2,4,2,4,3
24244,24244,0.0497113240904258,2,4,2,4,4
24245,24245,-0.0433662275757132,2,4,2,4,5
24251,24251,0.293020366383053,2,4,2,5,1
24252,24252,0.232000898346938,2,4,2,5,2
24253,24253,0.179739435159478,2,4,2,5,3
24254,24254,-0.0526073217851748,2,4,2,5,4
24255,24255,-0.145684873451314,2,4,2,5,5
24311,24311,0.753749768944985,2,4,3,1,1
24312,24312,0.69273030090887,2,4,3,1,2
24313,24313,0.64046883772141,2,4,3,1,3
24314,24314,0.408122080776758,2,4,3,1,4
24315,24315,0.315044529110619,2,4,3,1,5
24321,24321,0.686672055471178,2,4,3,2,1
24322,24322,0.625652587435063,2,4,3,2,2
24323,24323,0.573391124247603,2,4,3,2,3
24324,24324,0.341044367302951,2,4,3,2,4
24325,24325,0.247966815636812,2,4,3,2,5
24331,24331,0.629221874959352,2,4,3,3,1
24332,24332,0.568202406923237,2,4,3,3,2
24333,24333,0.515940943735777,2,4,3,3,3
24334,24334,0.283594186791124,2,4,3,3,4
24335,24335,0.190516635124985,2,4,3,3,5
24341,24341,0.373806846108601,2,4,3,4,1
24342,24342,0.312787378072487,2,4,3,4,2
24343,24343,0.260525914885026,2,4,3,4,3
24344,24344,0.0281791579403737,2,4,3,4,4
24345,24345,-0.0648983937257652,2,4,3,4,5
24351,24351,0.271488200233001,2,4,3,5,1
24352,24352,0.210468732196886,2,4,3,5,2
24353,24353,0.158207269009426,2,4,3,5,3
24354,24354,-0.0741394879352268,2,4,3,5,4
24355,24355,-0.167217039601366,2,4,3,5,5
24411,24411,0.658020934162602,2,4,4,1,1
24412,24412,0.597001466126487,2,4,4,1,2
24413,24413,0.544740002939027,2,4,4,1,3
24414,24414,0.312393245994374,2,4,4,1,4
24415,24415,0.219315694328236,2,4,4,1,5
24421,24421,0.590943220688795,2,4,4,2,1
24422,24422,0.52992375265268,2,4,4,2,2
24423,24423,0.47766228946522,2,4,4,2,3
24424,24424,0.245315532520567,2,4,4,2,4
24425,24425,0.152237980854429,2,4,4,2,5
24431,24431,0.533493040176969,2,4,4,3,1
24432,24432,0.472473572140854,2,4,4,3,2
24433,24433,0.420212108953394,2,4,4,3,3
24434,24434,0.187865352008741,2,4,4,3,4
24435,24435,0.0947878003426024,2,4,4,3,5
24441,24441,0.278078011326218,2,4,4,4,1
24442,24442,0.217058543290103,2,4,4,4,2
24443,24443,0.164797080102643,2,4,4,4,3
24444,24444,-0.0675496768420094,2,4,4,4,4
24445,24445,-0.160627228508148,2,4,4,4,5
24451,24451,0.175759365450618,2,4,4,5,1
24452,24452,0.114739897414503,2,4,4,5,2
24453,24453,0.0624784342270425,2,4,4,5,3
24454,24454,-0.16986832271761,2,4,4,5,4
24455,24455,-0.262945874383749,2,4,4,5,5
24511,24511,0.619672193329869,2,4,5,1,1
24512,24512,0.558652725293754,2,4,5,1,2
24513,24513,0.506391262106294,2,4,5,1,3
24514,24514,0.274044505161641,2,4,5,1,4
24515,24515,0.180966953495502,2,4,5,1,5
24521,24521,0.552594479856062,2,4,5,2,1
24522,24522,0.491575011819947,2,4,5,2,2
24523,24523,0.439313548632487,2,4,5,2,3
24524,24524,0.206966791687834,2,4,5,2,4
24525,24525,0.113889240021695,2,4,5,2,5
24531,24531,0.495144299344235,2,4,5,3,1
24532,24532,0.434124831308121,2,4,5,3,2
24533,24533,0.38186336812066,2,4,5,3,3
24534,24534,0.149516611176008,2,4,5,3,4
24535,24535,0.0564390595098691,2,4,5,3,5
24541,24541,0.239729270493485,2,4,5,4,1
24542,24542,0.17870980245737,2,4,5,4,2
24543,24543,0.12644833926991,2,4,5,4,3
24544,24544,-0.105898417674743,2,4,5,4,4
24545,24545,-0.198975969340881,2,4,5,4,5
24551,24551,0.137410624617884,2,4,5,5,1
24552,24552,0.0763911565817695,2,4,5,5,2
24553,24553,0.024129693394309,2,4,5,5,3
24554,24554,-0.208217063550343,2,4,5,5,4
24555,24555,-0.301294615216482,2,4,5,5,5
25111,25111,0.765318508811389,2,5,1,1,1
25112,25112,0.704299040775275,2,5,1,1,2
25113,25113,0.652037577587814,2,5,1,1,3
25114,25114,0.419690820643162,2,5,1,1,4
25115,25115,0.326613268977023,2,5,1,1,5
25121,25121,0.698240795337583,2,5,1,2,1
25122,25122,0.637221327301468,2,5,1,2,2
25123,25123,0.584959864114007,2,5,1,2,3
25124,25124,0.352613107169355,2,5,1,2,4
25125,25125,0.259535555503216,2,5,1,2,5
25131,25131,0.640790614825756,2,5,1,3,1
25132,25132,0.579771146789642,2,5,1,3,2
25133,25133,0.527509683602181,2,5,1,3,3
25134,25134,0.295162926657529,2,5,1,3,4
25135,25135,0.20208537499139,2,5,1,3,5
25141,25141,0.385375585975006,2,5,1,4,1
25142,25142,0.324356117938891,2,5,1,4,2
25143,25143,0.272094654751431,2,5,1,4,3
25144,25144,0.0397478978067782,2,5,1,4,4
25145,25145,-0.0533296538593608,2,5,1,4,5
25151,25151,0.283056940099405,2,5,1,5,1
25152,25152,0.22203747206329,2,5,1,5,2
25153,25153,0.16977600887583,2,5,1,5,3
